Feature,Coefficient,Odds_Ratio,HC_Std_Error,z_value,p_value,CI_Lower_95,CI_Upper_95,Significant,split_seed,X_features
45,-0.02878089910043425,0.9716293260060482,218287.2166122006,-1.3184876121978833e-07,0.999999894799909,-427835.1116263057,427835.0540645074,False,432,LDVAE
31,-0.0249359836477398,0.9753723498097221,280941.5055120546,-8.87586318094599e-08,0.999999929180858,-550635.2575020718,550635.2076301044,False,432,LDVAE
28,-0.018709262698151295,0.9814646691558855,82159.02259417888,-2.2772012260375746e-07,0.99999981830563,-161028.74399886586,161028.70658034048,False,432,LDVAE
24,-0.013689858595714076,0.9864034213701285,117550.13507760921,-1.1645974363768895e-07,0.9999999070785686,-230394.04481979113,230394.01744007392,False,432,LDVAE
12,-0.0055886509634464525,0.9944269364952089,128676.50698210826,-4.3431789489153e-08,0.9999999653464458,-252201.32492999994,252201.313752698,False,432,LDVAE
const,-1.04100895586389,0.35309824163131553,0.04011902732342142,-25.948010839638442,1.9147641225881667e-148,-1.1196408045125743,-0.9623771072152056,True,43,LDVAE
46,0.8652042172727489,2.375491152770575,330912.3062761104,2.6146027236316496e-06,0.9999979138488542,-648575.3371380469,648577.0675464814,False,43,LDVAE
18,-0.6570040530295125,0.5184021155504244,198437.2840937227,-3.310890168801176e-06,0.9999973582918518,-388930.58701769245,388929.27300958644,False,43,LDVAE
0,-0.6255945103835763,0.5349433046151597,89557.27100424985,-6.985412835479202e-06,0.9999944264469478,-175529.65131653336,175528.4001275126,False,43,LDVAE
40,-0.49398656270448366,0.6101889823252682,491921.01886377065,-1.004198933896917e-06,0.9999991987651746,-964147.9741978017,964146.9862246762,False,43,LDVAE
approval_rate,0.4101383490145478,1.5070262662897773,0.07634414200822344,5.372230772733939,7.776849115320653e-08,0.2605065802478185,0.5597701177812772,True,43,LDVAE
43,-0.4098769296555278,0.663731930827345,222464.15735203755,-1.842440303796533e-06,0.9999985299453275,-436022.14613797475,436021.32638411544,False,43,LDVAE
37,0.40701401494124706,1.5023251605132675,551254.5782554928,7.383412873037512e-07,0.9999994108888862,-1080438.712679568,1080439.5267075978,False,43,LDVAE
30,-0.358100917697534,0.6990025297210818,76508.90398183344,-4.680512973791427e-06,0.9999962654909615,-149955.05440194436,149954.338200109,False,43,LDVAE
7,0.3510638078383332,1.4205779670296175,83356.79792570772,4.211579818015815e-06,0.9999966396454866,-163375.97073716237,163376.67286477805,False,43,LDVAE
8,-0.3373137196845214,0.7136849077744837,157604.9008404072,-2.1402489255463555e-06,0.9999982923284261,-308900.2667479243,308899.592120485,False,43,LDVAE
38,-0.33015183183126373,0.7188145862111611,104788.46962176052,-3.1506503818880464e-06,0.9999974861447039,-205381.956605552,205381.29630188836,False,43,LDVAE
11,0.3280195031031118,1.3882160465460927,190876.74125997315,1.7184885960325092e-06,0.9999986288444813,-374111.2103364148,374111.866375421,False,43,LDVAE
28,0.29312209424423824,1.3406064607725239,88106.83649099819,3.3268938701957174e-06,0.9999973455227456,-172685.9331920216,172686.51943621007,False,43,LDVAE
33,0.2893762830272222,1.3355941954146902,132109.59598446492,2.1904259177452227e-06,0.9999982522929787,-258929.76076540555,258930.33951797162,False,43,LDVAE
16,-0.28772255625102205,0.7499696377651626,142977.85870789603,-2.0123574296831486e-06,0.9999983943710761,-280231.74137668905,280231.1659315765,False,43,LDVAE
19,0.27748570851610027,1.319807257004811,104037.08486132073,2.6671807354654634e-06,0.9999978718976703,-203908.66189901743,203909.21687043444,False,43,LDVAE
3,-0.24999299540034456,0.7788062382782074,152019.7056374262,-1.6444775652742614e-06,0.9999986878967401,-297953.3979827314,297952.8979967406,False,43,LDVAE
9,-0.2392628606478506,0.787207929187696,134798.63588246054,-1.774964999322983e-06,0.9999985837828311,-264200.71075761196,264200.2322318906,False,43,LDVAE
49,-0.2209723049134982,0.8017388842104742,127317.15878266779,-1.7356050592575749e-06,0.9999986151875195,-249537.26680030118,249536.82485569137,False,43,LDVAE
10,-0.2043851567598908,0.8151483508200089,207905.5547104964,-9.830673213348837e-07,0.9999992156257621,-407487.60380355146,407487.195033238,False,43,LDVAE
44,0.19792236680288805,1.2188677655470463,102966.51808330977,1.922201221204255e-06,0.9999984663053229,-201810.46913441253,201810.86497914616,False,43,LDVAE
17,-0.1971847498422339,0.8210389324864928,169734.8006950741,-1.1617225756577356e-06,0.999999073079493,-332674.2934701792,332673.89910067955,False,43,LDVAE
36,0.18116461080123383,1.1986124676135226,149689.18159093632,1.2102719039263111e-06,0.9999990343427335,-293385.2236289005,293385.58595812204,False,43,LDVAE
34,0.17187866343204572,1.1875337332042655,114681.7852571638,1.498744225568367e-06,0.9999988041751219,-224771.99690813417,224772.34066546106,False,43,LDVAE
13,0.15949009599148725,1.1729126456263759,69973.60835023606,2.279289288515721e-06,0.9999981813902671,-137145.59274467785,137145.91172486986,False,43,LDVAE
20,0.15851977295239925,1.1717750934492825,124774.18080881616,1.2704533255585095e-06,0.9999989863249064,-244552.74206599552,244553.05910554144,False,43,LDVAE
35,-0.1510339632737697,0.859818495912329,89577.62961823799,-1.6860678711576357e-06,0.9999986547124772,-175569.07890617815,175568.7768382516,False,43,LDVAE
39,0.14785223078025048,1.1593415687057778,82535.30090444398,1.7913817379963003e-06,0.9999985706841688,-161766.06937365557,161766.36507811715,False,43,LDVAE
29,0.1452394933247944,1.156316467184457,45735.116091020594,3.1756668778481578e-06,0.9999974661844279,-89639.03512766534,89639.325606652,False,43,LDVAE
15,-0.1428424327729103,0.8668906516908971,58649.43053141334,-2.4355297481772172e-06,0.9999980567284166,-114950.91439778676,114950.62871292121,False,43,LDVAE
27,0.12844726116997984,1.1370614524192235,84505.95090354228,1.5199788866537166e-06,0.9999987872323136,-165628.49180299175,165628.7486975141,False,43,LDVAE
47,-0.11855813116715977,0.8882001820428042,97689.51177181058,-1.213621902872188e-06,0.9999990316698211,-191468.04329818152,191467.8061819192,False,43,LDVAE
4,-0.11717146473904548,0.8894326737466315,144312.46067880682,-8.119289504724857e-07,0.9999993521744259,-282847.3426222788,282847.10827934934,False,43,LDVAE
5,-0.1121250664209042,0.8939324495767959,130151.94036736256,-8.614936212585359e-07,0.9999993126275404,-255093.22776310187,255093.003512969,False,43,LDVAE
41,0.0967894863732373,1.1016284414108755,180539.87056300006,5.361114199949658e-07,0.9999995722449752,-353851.5472875169,353851.7408664896,False,43,LDVAE
32,-0.09012567261796996,0.9138163363633633,70956.64127387799,-1.2701513346735714e-06,0.9999989865658602,-139072.55148640176,139072.37123505655,False,43,LDVAE
12,-0.08893968223048858,0.9149007566831417,117612.24078115488,-7.5621110217585e-07,0.9999993966308368,-230515.84501179878,230515.66713243432,False,43,LDVAE
14,0.07726848435123265,1.0803320897190622,118833.67642189974,6.502237974772689e-07,0.999999481196471,-232909.64866892574,232909.80320589442,False,43,LDVAE
42,0.06958030256411953,1.0720581467663495,94304.13372068887,7.378287654940271e-07,0.9999994112978196,-184832.63610549687,184832.77526610202,False,43,LDVAE
22,-0.06836641391925985,0.9339182102443345,100693.85474323847,-6.789531902774893e-07,0.9999994582737319,-197356.39712766898,197356.26039484117,False,43,LDVAE
21,-0.06419392219268419,0.9378231171805538,63971.149305322244,-1.0034823962017424e-06,0.9999991993368891,-125381.2128819883,125381.0844941439,False,43,LDVAE
25,0.0620194392966435,1.0639830276087001,207456.66845523455,2.989512930987137e-07,0.9999997614713788,-406607.53650548717,406607.66054436576,False,43,LDVAE
23,-0.04112231029937005,0.9597117401387086,105957.11145472883,-3.8810335365682315e-07,0.9999996903383261,-207672.16347947522,207672.08123485462,False,43,LDVAE
45,-0.037918332949368846,0.9627915660281844,165342.70666594038,-2.2933175411225925e-07,0.9999998170197341,-324065.78808994684,324065.7122532809,False,43,LDVAE
6,0.029991646643496038,1.0304459262353853,66232.63907958794,4.528227632218732e-07,0.9999996386997084,-129813.55720538583,129813.61718867913,False,43,LDVAE
26,-0.02663285855590697,0.9737186683852663,48807.37283664873,-5.45672856538362e-07,0.9999995646160525,-95660.7195727086,95660.66630699148,False,43,LDVAE
1,0.017529930573089728,1.0176844815746835,84301.35150995592,2.0794364810414052e-07,0.9999998340849736,-165227.59527763433,165227.63033749547,False,43,LDVAE
24,-0.01022862047590465,0.9898235139566621,106196.11415865921,-9.63182180152362e-08,0.999999923149181,-208140.56927769663,208140.5488204557,False,43,LDVAE
31,0.009156211347569353,1.0091982576810856,233814.0669609831,3.916022447484848e-08,0.9999999687546615,-458267.1411661521,458267.15947857476,False,43,LDVAE
48,-0.008848362435023962,0.9911906691172566,142991.95436843677,-6.188014195697362e-08,0.9999999506267901,-280259.08948949334,280259.0717927685,False,43,LDVAE
2,-0.007413502675391967,0.9926139095535276,231200.63760875154,-3.2065234560198056e-08,0.9999999744156444,-453144.9303293524,453144.91550234705,False,43,LDVAE
const,-1.0154495631190565,0.3622395436823274,0.03959991401817431,-25.642721412299476,5.097201133159372e-145,-1.093063968385561,-0.9378351578525521,True,5235,LDVAE
19,0.7104723339322627,2.0349522086629195,67361.80286516222,1.0547109841380162e-05,0.9999915846238966,-132025.99707707102,132027.4180217389,False,5235,LDVAE
18,-0.5394392499127636,0.5830751201443456,135580.01228990196,-3.978752035803888e-06,0.9999968254151794,-265732.48055095563,265731.40167245583,False,5235,LDVAE
6,-0.5393635328347576,0.58311927056015,66716.08133891653,-8.084460627937668e-06,0.9999935495336826,-130761.65597745402,130760.57725038835,False,5235,LDVAE
43,0.5230591883068798,1.687181167788677,163218.44173560903,3.2046574072442273e-06,0.999997443053332,-319901.7443553546,319902.79047373123,False,5235,LDVAE
42,-0.5080517670992536,0.6016666244200486,63741.261046052765,-7.970532097446089e-06,0.9999936404354981,-124931.08403119641,124930.06792766221,False,5235,LDVAE
9,-0.48001123987061983,0.618776436799962,83156.83032027082,-5.7723609476443616e-06,0.9999953943223205,-162984.87250747904,162983.91248499928,False,5235,LDVAE
23,0.47241177453932043,1.603857675527044,57879.973362265904,8.161921077304834e-06,0.999993487729186,-113442.19080440434,113443.13562795341,False,5235,LDVAE
11,0.4717987376465149,1.6028747529158314,135328.88454889614,3.486312173629479e-06,0.9999972183253425,-265239.2679850778,265240.2115825531,False,5235,LDVAE
16,-0.4253136500030362,0.6535647623891288,84957.8786003333,-5.006170787336111e-06,0.99999600565362,-166514.80757322942,166513.95694592944,False,5235,LDVAE
38,-0.40399252074216035,0.6676491147701308,80053.20088815909,-5.046550497169641e-06,0.999995973435273,-156901.79458046242,156900.98659542095,False,5235,LDVAE
approval_rate,0.4010379380714367,1.4933739231518472,0.0714658549066941,5.611602052407156,2.0046201046990394e-08,0.2609674363299511,0.5411084398129222,True,5235,LDVAE
48,0.3645029515729631,1.4397981808424978,86194.40775431423,4.228846871503898e-06,0.9999966258683712,-168937.5703642643,168938.29937016743,False,5235,LDVAE
33,0.32669605266543733,1.3863800266203774,102772.74777384097,3.178819869488711e-06,0.9999974636687046,-201430.55753289466,201431.21092499996,False,5235,LDVAE
31,-0.31775213504876954,0.7277831579969865,184720.89235944676,-1.7201743180758267e-06,0.9999986274994698,-362046.61396875075,362045.97846448066,False,5235,LDVAE
46,0.31464484337252174,1.3697727406907882,216537.1406488771,1.4530756360301711e-06,0.9999988406133843,-424404.6823422399,424405.3116319267,False,5235,LDVAE
14,0.3095070918182879,1.362753236338904,88747.15205405664,3.4875157642215326e-06,0.9999972173650161,-173940.91224935907,173941.5312635427,False,5235,LDVAE
1,-0.30168676908542286,0.7395696847011278,65082.60717542798,-4.63544381791953e-06,0.9999963014509452,-127559.86777057602,127559.26439703784,False,5235,LDVAE
17,-0.2956046527535968,0.7440815404661987,132879.27681837464,-2.2246106378020294e-06,0.9999982250175183,-260438.89246039515,260438.30125108964,False,5235,LDVAE
36,0.2398651409980949,1.2710777224893726,106435.13406741443,2.2536274614561754e-06,0.9999982018654427,-208608.78959668343,208609.2693269654,False,5235,LDVAE
28,0.23198974954459783,1.2611068018430462,62366.684612403435,3.7197704349103703e-06,0.9999970320526003,-122236.22368572956,122236.68766522866,False,5235,LDVAE
26,0.22568086076304983,1.2531756639283687,39058.64749710659,5.777999885422759e-06,0.9999953898230991,-76553.31669831368,76553.7680600352,False,5235,LDVAE
39,-0.21353848217251048,0.8077210766906735,62404.36014091576,-3.4218519617910927e-06,0.9999972697571503,-122310.51189294396,122310.08481597962,False,5235,LDVAE
34,0.2111036810311648,1.235040398685498,87584.03365642879,2.410298683653622e-06,0.9999980768598934,-171661.3404836633,171661.7626910254,False,5235,LDVAE
40,-0.21001253440435422,0.8105740858431607,414492.87432730885,-5.06673449441535e-07,0.9999995957330773,-812391.3155425466,812390.8955174778,False,5235,LDVAE
32,-0.20209984823873556,0.81701334652575,40245.63997559508,-5.021658205989238e-06,0.9999959932964478,-78880.20698678005,78879.80278708358,False,5235,LDVAE
30,-0.19150065009736153,0.8257190883085077,44148.18379556206,-4.3376790081365e-06,0.9999965390328897,-86529.04172280655,86528.65872150636,False,5235,LDVAE
45,0.16174647426774463,1.1755621682784785,138252.4191062898,1.1699359426281892e-06,0.9999990665261742,-270969.600477391,270969.9239703395,False,5235,LDVAE
4,-0.16159129756974505,0.8507888529648564,109316.37064732653,-1.478198522443326e-06,0.9999988205682211,-214256.3109806891,214255.98779809396,False,5235,LDVAE
22,0.15078140888137914,1.1627424651245515,84394.73241766158,1.7866210907000232e-06,0.9999985744826158,-165410.4852421028,165410.78680492056,False,5235,LDVAE
3,0.13957556137689067,1.1497856818250298,126562.23916755595,1.1028215231883372e-06,0.9999991200757333,-248057.2909955929,248057.57014671562,False,5235,LDVAE
15,0.12561220791159525,1.1338423879093322,37382.799849402705,3.3601605127926834e-06,0.999997318979805,-73268.81573389075,73269.06695830656,False,5235,LDVAE
44,-0.12518014926862586,0.8823379357323412,84062.01804292548,-1.489140424926556e-06,0.9999988118378461,-164758.65301203943,164758.40265174088,False,5235,LDVAE
47,-0.09739187319041324,0.9072004289408053,53572.65719749784,-1.8179399396108733e-06,0.9999985494937897,-105000.57605507947,105000.38127133308,False,5235,LDVAE
20,0.07991020130505465,1.0831897942776076,72082.11676208334,1.1085995375081581e-06,0.9999991154655449,-141278.27287289297,141278.4326932956,False,5235,LDVAE
41,-0.07404668255105727,0.928628342089417,155549.88601483998,-4.7603173777956334e-07,0.999999620181626,-304872.2484350796,304872.10034171445,False,5235,LDVAE
25,-0.06963250612467235,0.9327365318925781,150538.25925943858,-4.6255687070665043e-07,0.9999996309330144,-295049.636076359,295049.4968113468,False,5235,LDVAE
7,0.0655540197857693,1.0677504154043003,54766.93799257242,1.1969633904794868e-06,0.9999990449613909,-107341.16045496053,107341.29156300011,False,5235,LDVAE
0,0.06204910384362592,1.0640145906513603,61416.67180208626,1.0102974000867006e-06,0.9999991938993027,-120374.40273330193,120374.52683150962,False,5235,LDVAE
24,-0.061925118976187965,0.9399532688190215,70351.76732089788,-8.802212273321698e-07,0.9999992976850727,-137886.99212282072,137886.8682725828,False,5235,LDVAE
35,0.05956099849069878,1.0613705010036278,52197.87317436862,1.1410617879340295e-06,0.9999990895644165,-102305.89193035343,102306.01105235041,False,5235,LDVAE
8,-0.05935653797543106,0.9423707183052044,108644.7516321457,-5.463359903145908e-07,0.9999995640869483,-212939.85966484278,212939.74095176684,False,5235,LDVAE
5,-0.05312728105728016,0.94825930935338,99788.45004482285,-5.323991006315511e-07,0.9999995752069775,-195581.8212882082,195581.7150336461,False,5235,LDVAE
49,0.029757960756757355,1.0302051536990442,87119.55778929942,3.4157612265121506e-07,0.9999997274616854,-170751.16585812203,170751.22537404354,False,5235,LDVAE
37,0.02812116665141083,1.0285202992322588,491342.9831088927,5.7233272109593855e-08,0.9999999543344558,-963014.5228287352,963014.5790710684,False,5235,LDVAE
10,-0.017617989717582223,0.9825362996450692,160331.16515707172,-1.0988499771907974e-07,0.9999999123244568,-314243.3269251935,314243.291689214,False,5235,LDVAE
13,-0.015761253377176453,0.9843623051792129,56252.657998974384,-2.801868202825868e-07,0.999999776443262,-110253.19947389216,110253.1679513854,False,5235,LDVAE
21,-0.011368801259888664,0.9886955793533874,49108.03912283896,-2.315059094795196e-07,0.9999998152850091,-96249.99940094959,96249.97666334706,False,5235,LDVAE
2,0.010045020430581654,1.0100956410012192,189338.37119329532,5.305327370925096e-08,0.999999957669612,-371096.3783853144,371096.3984753553,False,5235,LDVAE
29,0.007582515480154255,1.0076113355474756,47505.78606069335,1.5961246216338447e-07,0.9999998726476808,-93109.6221537084,93109.63731873936,False,5235,LDVAE
12,-0.005716494170986043,0.9942998138920374,81009.5044058949,-7.056572204594384e-08,0.9999999436966999,-158775.716757487,158775.70532449867,False,5235,LDVAE
27,0.0008957401526021151,1.0008961414476223,53430.01792734916,1.6764736141771226e-08,0.9999999866236758,-104720.90993519362,104720.91172667393,False,5235,LDVAE
const,-1.3142267214164842,0.2686820089727373,0.04639667116820665,-28.325883912056582,1.659168928972161e-176,-1.4051625259087173,-1.2232909169242512,True,332,LDVAE
approval_rate,0.7100602661848314,2.034113843233705,0.0740779853987323,9.585307461627902,9.218267073063153e-22,0.5648700827560321,0.8552504496136307,True,332,LDVAE
46,0.6691056610629424,1.9524903514155831,392768.66895461234,1.7035616991646121e-06,0.9999986407544219,-769811.7763011144,769813.1145124366,False,332,LDVAE
7,0.5307145222750472,1.7001466673883865,92563.24888073397,5.733533866760263e-06,0.9999954253018489,-181420.10338373377,181421.1648127783,False,332,LDVAE
28,0.48995919802116933,1.6322496195822502,93983.8691609549,5.213226507860354e-06,0.9999958404470575,-184204.50872399824,184205.48864239428,False,332,LDVAE
18,-0.47346062162830305,0.6228431100849441,239924.8969934266,-1.9733701152376645e-06,0.9999984254784523,-470244.63056222006,470243.68364097684,False,332,LDVAE
38,-0.42947312309490987,0.6508519232481627,138815.3009633661,-3.0938457080336515e-06,0.9999975314682761,-272073.41986440896,272072.56091816275,False,332,LDVAE
14,0.38349273683451185,1.467400894434507,148894.26545584202,2.5756044778517365e-06,0.9999979449649524,-291827.0143052598,291827.7812907335,False,332,LDVAE
16,-0.3743076004633228,0.6877653223563237,164349.20137755986,-2.277513960067411e-06,0.9999981828067742,-322118.88989553845,322118.14128033747,False,332,LDVAE
34,0.36245632786828696,1.4368544691182525,157738.36266803805,2.2978324469557217e-06,0.9999981665949672,-309161.1473533441,309161.87226599985,False,332,LDVAE
17,-0.315332656938437,0.7295461453114114,228577.92464691118,-1.3795411670901184e-06,0.9999988992854018,-448004.81530151324,448004.1846361993,False,332,LDVAE
5,-0.29283363595153056,0.7461462622851943,163997.02866105383,-1.7856033023424709e-06,0.9999985752946934,-321428.56258088443,321427.97691361257,False,332,LDVAE
43,-0.27102000403474663,0.7626012411507568,290609.9579198339,-9.325902180871199e-07,0.9999992559006634,-569585.3220915791,569584.780051571,False,332,LDVAE
35,-0.2678285501505142,0.7650389356696987,116634.87791730318,-2.296298971054017e-06,0.999998167818504,-228600.42788769046,228599.89223059014,False,332,LDVAE
49,-0.25511864403331797,0.7748245641960824,166800.14932386388,-1.5294869043430675e-06,0.999998779646013,-326922.54040932027,326922.0301720322,False,332,LDVAE
0,-0.24220352263890163,0.7848964171048735,106972.98312024148,-2.264156009996058e-06,0.9999981934648764,-209663.43643800708,209662.95203096178,False,332,LDVAE
20,0.2386474959394395,1.2695309428867987,141626.95869230997,1.6850428629051506e-06,0.9999986555303154,-277583.49962937355,277583.9769243654,False,332,LDVAE
23,-0.23139416015150635,0.7934266672175182,129145.0708856136,-1.7917382255839778e-06,0.9999985703997328,-253119.91911083512,253119.4563225148,False,332,LDVAE
8,-0.22049573655980106,0.8021210586495058,218048.59159531444,-1.01122293405604e-06,0.9999991931608334,-427367.606902236,427367.16591076285,False,332,LDVAE
40,-0.16869965745945847,0.8447625834291346,668215.2034444163,-2.524630636804888e-07,0.9999997985636193,-1309677.9013728185,1309677.5639735034,False,332,LDVAE
48,-0.16868381744085342,0.8447759645901516,156155.48094829984,-1.0802298863701204e-06,0.9999991381012515,-306059.2873310157,306058.9499633808,False,332,LDVAE
44,0.1644034854777587,1.1786898033784077,132078.3039528186,1.2447425546627812e-06,0.9999990068391335,-258868.5544831732,258868.88329014418,False,332,LDVAE
24,-0.16171849108333222,0.850680645023147,145945.7442396337,-1.1080726740328973e-06,0.9999991158859212,-286048.56412506715,286048.24068808503,False,332,LDVAE
6,-0.15953606163126666,0.8525392228869819,104025.94268847577,-1.5336180332345156e-06,0.9999987763498491,-203887.26066330192,203886.94159117865,False,332,LDVAE
