drug-cell_line,max_e_distance,drug_organ
TAK-901_CVCL_1724,54.00250265556387,TAK-901_Bowel
Harringtonine_CVCL_1056,70.70708497702348,Harringtonine_Kidney
Dinaciclib_CVCL_0320,59.208443274901896,Dinaciclib_Bowel
TAK-901_CVCL_0366,54.00250265556387,TAK-901_Liver
TAK-901_CVCL_1731,54.00250265556387,TAK-901_Lung
PH-797804_CVCL_1724,35.210342456510816,PH-797804_Bowel
Dinaciclib_CVCL_1547,59.208443274901896,Dinaciclib_Lung
Dinaciclib_CVCL_1715,59.208443274901896,Dinaciclib_CNS/Brain
TAK-901_CVCL_1381,54.00250265556387,TAK-901_Skin
TAK-901_CVCL_0292,54.00250265556387,TAK-901_Bowel
Lonafarnib_CVCL_0218,33.42936450406504,Lonafarnib_Bowel
TAK-901_CVCL_0293,54.00250265556387,TAK-901_Uterus
Dinaciclib_CVCL_1550,59.208443274901896,Dinaciclib_Lung
TAK-901_CVCL_0332,54.00250265556387,TAK-901_Breast
Dinaciclib_CVCL_0334,59.208443274901896,Dinaciclib_Pancreas
Dinaciclib_CVCL_C466,59.208443274901896,Dinaciclib_Pancreas
Dinaciclib_CVCL_1666,59.208443274901896,Dinaciclib_Skin
Dinaciclib_CVCL_1724,59.208443274901896,Dinaciclib_Bowel
Harringtonine_CVCL_1731,70.70708497702348,Harringtonine_Lung
TAK-901_CVCL_0371,54.00250265556387,TAK-901_Esophagus/Stomach
Dinaciclib_CVCL_1119,59.208443274901896,Dinaciclib_Pancreas
Ouabain (Octahydrate)_CVCL_0218,40.53536272385318,Ouabain (Octahydrate)_Bowel
Dinaciclib_CVCL_1731,59.208443274901896,Dinaciclib_Lung
TAK-901_CVCL_0334,54.00250265556387,TAK-901_Pancreas
Harringtonine_CVCL_0069,70.70708497702348,Harringtonine_Skin
Dinaciclib_CVCL_0504,59.208443274901896,Dinaciclib_Bowel
Harringtonine_CVCL_0152,70.70708497702348,Harringtonine_Pancreas
Harringtonine_CVCL_1715,70.70708497702348,Harringtonine_CNS/Brain
Dinaciclib_CVCL_0131,59.208443274901896,Dinaciclib_CNS/Brain
Dinaciclib_CVCL_1055,59.208443274901896,Dinaciclib_Lung
Dinaciclib_CVCL_1635,59.208443274901896,Dinaciclib_Pancreas
Homoharringtonine_CVCL_0371,77.01777543644677,Homoharringtonine_Esophagus/Stomach
TAK-901_CVCL_1715,54.00250265556387,TAK-901_CNS/Brain
TAK-901_CVCL_0504,54.00250265556387,TAK-901_Bowel
Harringtonine_CVCL_1119,70.70708497702348,Harringtonine_Pancreas
Homoharringtonine_CVCL_0334,77.01777543644677,Homoharringtonine_Pancreas
TAK-901_CVCL_1550,54.00250265556387,TAK-901_Lung
PH-797804_CVCL_0293,35.210342456510816,PH-797804_Uterus
TAK-901_CVCL_0152,54.00250265556387,TAK-901_Pancreas
Homoharringtonine_CVCL_0099,77.01777543644677,Homoharringtonine_Esophagus/Stomach
TAK-901_CVCL_0131,54.00250265556387,TAK-901_CNS/Brain
PH-797804_CVCL_0179,35.210342456510816,PH-797804_Breast
Dinaciclib_CVCL_0371,59.208443274901896,Dinaciclib_Esophagus/Stomach
Harringtonine_CVCL_0359,70.70708497702348,Harringtonine_Bladder/Urinary Tract
PH-797804_CVCL_0397,35.210342456510816,PH-797804_Bowel
Dinaciclib_CVCL_0293,59.208443274901896,Dinaciclib_Uterus
Auranofin_CVCL_0131,35.05189162587297,Auranofin_CNS/Brain
Lonafarnib_CVCL_1550,33.42936450406504,Lonafarnib_Lung
Homoharringtonine_CVCL_0397,77.01777543644677,Homoharringtonine_Bowel
TAK-901_CVCL_1666,54.00250265556387,TAK-901_Skin
Dinaciclib_CVCL_0359,59.208443274901896,Dinaciclib_Bladder/Urinary Tract
Dinaciclib_CVCL_1098,59.208443274901896,Dinaciclib_Liver
Homoharringtonine_CVCL_1098,77.01777543644677,Homoharringtonine_Liver
Harringtonine_CVCL_0293,70.70708497702348,Harringtonine_Uterus
PH-797804_CVCL_0218,35.210342456510816,PH-797804_Bowel
Harringtonine_CVCL_0399,70.70708497702348,Harringtonine_Bowel
Digitoxin_CVCL_0218,37.055997606181805,Digitoxin_Bowel
Dinaciclib_CVCL_0152,59.208443274901896,Dinaciclib_Pancreas
Harringtonine_CVCL_1550,70.70708497702348,Harringtonine_Lung
Homoharringtonine_CVCL_1055,61.576141919747705,Homoharringtonine_Lung
TAK-901_CVCL_1716,54.00250265556387,TAK-901_Lung
PH-797804_CVCL_1381,35.210342456510816,PH-797804_Skin
Dinaciclib_CVCL_1577,59.208443274901896,Dinaciclib_Lung
Auranofin_CVCL_0320,35.05189162587297,Auranofin_Bowel
Homoharringtonine_CVCL_1717,77.01777543644677,Homoharringtonine_Bowel
Niclosamide (olamine)_CVCL_0218,26.394763150436987,Niclosamide (olamine)_Bowel
Homoharringtonine_CVCL_0504,77.01777543644677,Homoharringtonine_Bowel
TAK-901_CVCL_1098,54.00250265556387,TAK-901_Liver
Lonafarnib_CVCL_0366,33.42936450406504,Lonafarnib_Liver
Dinaciclib_CVCL_1517,59.208443274901896,Dinaciclib_Lung
TAK-901_CVCL_0359,54.00250265556387,TAK-901_Bladder/Urinary Tract
TAK-901_CVCL_1531,54.00250265556387,TAK-901_Lung
Harringtonine_CVCL_1381,70.70708497702348,Harringtonine_Skin
TAK-901_CVCL_C466,54.00250265556387,TAK-901_Pancreas
Homoharringtonine_CVCL_0546,77.01777543644677,Homoharringtonine_Bowel
Dinaciclib_CVCL_1716,59.208443274901896,Dinaciclib_Lung
Harringtonine_CVCL_1635,70.70708497702348,Harringtonine_Pancreas
Auranofin_CVCL_0069,35.05189162587297,Auranofin_Skin
Auranofin_CVCL_0428,35.05189162587297,Auranofin_Pancreas
Harringtonine_CVCL_0371,70.70708497702348,Harringtonine_Esophagus/Stomach
Harringtonine_CVCL_1724,70.70708497702348,Harringtonine_Bowel
PH-797804_CVCL_0428,35.210342456510816,PH-797804_Pancreas
PH-797804_CVCL_0546,35.210342456510816,PH-797804_Bowel
Harringtonine_CVCL_0397,70.70708497702348,Harringtonine_Bowel
Dinaciclib_CVCL_1717,59.208443274901896,Dinaciclib_Bowel
Idarubicin (hydrochloride)_CVCL_0023,24.008934323808223,Idarubicin (hydrochloride)_Lung
Digitoxin_CVCL_1239,37.055997606181805,Digitoxin_CNS/Brain
Ouabain (Octahydrate)_CVCL_0480,40.53536272385318,Ouabain (Octahydrate)_Pancreas
Dinaciclib_CVCL_1531,59.208443274901896,Dinaciclib_Lung
Ouabain (Octahydrate)_CVCL_0371,40.53536272385318,Ouabain (Octahydrate)_Esophagus/Stomach
Digitoxin_CVCL_1495,37.055997606181805,Digitoxin_Lung
Ouabain (Octahydrate)_CVCL_1239,40.53536272385318,Ouabain (Octahydrate)_CNS/Brain
PH-797804_CVCL_1517,35.210342456510816,PH-797804_Lung
9-ING-41_CVCL_1577,23.05794125220281,9-ING-41_Lung
Harringtonine_CVCL_0179,70.70708497702348,Harringtonine_Breast
PH-797804_CVCL_0099,35.210342456510816,PH-797804_Esophagus/Stomach
Harringtonine_CVCL_0292,70.70708497702348,Harringtonine_Bowel
TAK-901_CVCL_1125,54.00250265556387,TAK-901_Peripheral Nervous System
PH-797804_CVCL_1055,35.210342456510816,PH-797804_Lung
PH-797804_CVCL_1478,35.210342456510816,PH-797804_Lung
Auranofin_CVCL_0366,35.05189162587297,Auranofin_Liver
Digitoxin_CVCL_1478,37.055997606181805,Digitoxin_Lung
Harringtonine_CVCL_1531,70.70708497702348,Harringtonine_Lung
Dinaciclib_CVCL_1571,59.208443274901896,Dinaciclib_Lung
Digitoxin_CVCL_0371,37.055997606181805,Digitoxin_Esophagus/Stomach
Auranofin_CVCL_0399,35.05189162587297,Auranofin_Bowel
Ouabain (Octahydrate)_CVCL_0397,40.53536272385318,Ouabain (Octahydrate)_Bowel
PH-797804_CVCL_1635,35.210342456510816,PH-797804_Pancreas
Dinaciclib_CVCL_1693,59.208443274901896,Dinaciclib_Lung
Homoharringtonine_CVCL_1571,77.01777543644677,Homoharringtonine_Lung
Homoharringtonine_CVCL_1531,77.01777543644677,Homoharringtonine_Lung
Ouabain (Octahydrate)_CVCL_1478,40.53536272385318,Ouabain (Octahydrate)_Lung
PH-797804_CVCL_1285,35.210342456510816,PH-797804_Lung
TAK-901_CVCL_1571,54.00250265556387,TAK-901_Lung
PH-797804_CVCL_0504,35.210342456510816,PH-797804_Bowel
Lonafarnib_CVCL_0028,33.42936450406504,Lonafarnib_Uterus
Auranofin_CVCL_0546,35.05189162587297,Auranofin_Bowel
Digitoxin_CVCL_0480,37.055997606181805,Digitoxin_Pancreas
Harringtonine_CVCL_0099,70.70708497702348,Harringtonine_Esophagus/Stomach
Lonafarnib_CVCL_1097,33.42936450406504,Lonafarnib_Skin
Lonafarnib_CVCL_0504,33.42936450406504,Lonafarnib_Bowel
TAK-901_CVCL_1717,54.00250265556387,TAK-901_Bowel
Lonafarnib_CVCL_0332,33.42936450406504,Lonafarnib_Breast
PH-797804_CVCL_1715,35.210342456510816,PH-797804_CNS/Brain
Harringtonine_CVCL_1716,70.70708497702348,Harringtonine_Lung
Lonafarnib_CVCL_0293,33.42936450406504,Lonafarnib_Uterus
PH-797804_CVCL_0069,35.210342456510816,PH-797804_Skin
Lonafarnib_CVCL_1724,33.42936450406504,Lonafarnib_Bowel
Idarubicin (hydrochloride)_CVCL_0366,24.008934323808223,Idarubicin (hydrochloride)_Liver
Idarubicin (hydrochloride)_CVCL_1381,24.008934323808223,Idarubicin (hydrochloride)_Skin
TAK-901_CVCL_0028,54.00250265556387,TAK-901_Uterus
Idarubicin (hydrochloride)_CVCL_0099,24.008934323808223,Idarubicin (hydrochloride)_Esophagus/Stomach
Ouabain (Octahydrate)_CVCL_0399,40.53536272385318,Ouabain (Octahydrate)_Bowel
Digitoxin_CVCL_0397,37.055997606181805,Digitoxin_Bowel
Homoharringtonine_CVCL_1125,77.01777543644677,Homoharringtonine_Peripheral Nervous System
Harringtonine_CVCL_1098,70.70708497702348,Harringtonine_Liver
Ouabain (Octahydrate)_CVCL_1381,40.53536272385318,Ouabain (Octahydrate)_Skin
Harringtonine_CVCL_1547,70.70708497702348,Harringtonine_Lung
Auranofin_CVCL_1724,35.05189162587297,Auranofin_Bowel
Digitoxin_CVCL_1571,37.055997606181805,Digitoxin_Lung
Digitoxin_CVCL_1724,37.055997606181805,Digitoxin_Bowel
Harringtonine_CVCL_0546,70.70708497702348,Harringtonine_Bowel
Digitoxin_CVCL_1381,37.055997606181805,Digitoxin_Skin
c-Kit-IN-1_CVCL_1495,18.756704005848853,c-Kit-IN-1_Lung
TAK-901_CVCL_1094,54.00250265556387,TAK-901_Cervix
Ouabain (Octahydrate)_CVCL_0152,40.53536272385318,Ouabain (Octahydrate)_Pancreas
Ouabain (Octahydrate)_CVCL_1724,40.53536272385318,Ouabain (Octahydrate)_Bowel
Auranofin_CVCL_1716,35.05189162587297,Auranofin_Lung
Harringtonine_CVCL_1517,70.70708497702348,Harringtonine_Lung
Auranofin_CVCL_1239,35.05189162587297,Auranofin_CNS/Brain
TAK-901_CVCL_1577,54.00250265556387,TAK-901_Lung
Idarubicin (hydrochloride)_CVCL_1495,24.008934323808223,Idarubicin (hydrochloride)_Lung
Auranofin_CVCL_0293,35.05189162587297,Auranofin_Uterus
Ipatasertib_CVCL_0028,17.90892218199314,Ipatasertib_Uterus
Harringtonine_CVCL_0320,70.70708497702348,Harringtonine_Bowel
Auranofin_CVCL_0028,35.05189162587297,Auranofin_Uterus
Panobinostat_CVCL_0023,17.777651124498888,Panobinostat_Lung
Ouabain (Octahydrate)_CVCL_1495,40.53536272385318,Ouabain (Octahydrate)_Lung
Harringtonine_CVCL_1055,70.70708497702348,Harringtonine_Lung
Idarubicin (hydrochloride)_CVCL_0332,24.008934323808223,Idarubicin (hydrochloride)_Breast
PH-797804_CVCL_0131,35.210342456510816,PH-797804_CNS/Brain
PH-797804_CVCL_C466,35.210342456510816,PH-797804_Pancreas
Idarubicin (hydrochloride)_CVCL_0428,24.008934323808223,Idarubicin (hydrochloride)_Pancreas
Niclosamide (olamine)_CVCL_0459,26.394763150436987,Niclosamide (olamine)_Lung
Digitoxin_CVCL_0546,37.055997606181805,Digitoxin_Bowel
Bortezomib_CVCL_0320,17.44525545110905,Bortezomib_Bowel
Ipatasertib_CVCL_1571,17.90892218199314,Ipatasertib_Lung
PH-797804_CVCL_1716,35.210342456510816,PH-797804_Lung
PH-797804_CVCL_0371,35.210342456510816,PH-797804_Esophagus/Stomach
Auranofin_CVCL_1285,35.05189162587297,Auranofin_Lung
Ouabain (Octahydrate)_CVCL_0546,40.53536272385318,Ouabain (Octahydrate)_Bowel
PH-797804_CVCL_1731,35.210342456510816,PH-797804_Lung
Panobinostat_CVCL_0459,17.777651124498888,Panobinostat_Lung
Bortezomib_CVCL_1239,16.920185506527524,Bortezomib_CNS/Brain
Auranofin_CVCL_0292,35.05189162587297,Auranofin_Bowel
Lonafarnib_CVCL_0131,33.42936450406504,Lonafarnib_CNS/Brain
Harringtonine_CVCL_0334,70.70708497702348,Harringtonine_Pancreas
PH-797804_CVCL_1666,35.210342456510816,PH-797804_Skin
Digitoxin_CVCL_0399,37.055997606181805,Digitoxin_Bowel
Idarubicin (hydrochloride)_CVCL_1550,24.008934323808223,Idarubicin (hydrochloride)_Lung
Lonafarnib_CVCL_1478,33.42936450406504,Lonafarnib_Lung
Digitoxin_CVCL_1547,37.055997606181805,Digitoxin_Lung
Auranofin_CVCL_0179,35.05189162587297,Auranofin_Breast
Ouabain (Octahydrate)_CVCL_0179,40.53536272385318,Ouabain (Octahydrate)_Breast
Ouabain (Octahydrate)_CVCL_1731,40.53536272385318,Ouabain (Octahydrate)_Lung
PH-797804_CVCL_1531,35.210342456510816,PH-797804_Lung
TAK-901_CVCL_1693,54.00250265556387,TAK-901_Lung
Auranofin_CVCL_0218,35.05189162587297,Auranofin_Bowel
Lonafarnib_CVCL_0320,33.42936450406504,Lonafarnib_Bowel
Bortezomib_CVCL_0293,16.920185506527524,Bortezomib_Uterus
XRK3F2_CVCL_1577,16.349179750434406,XRK3F2_Lung
Digitoxin_CVCL_1285,37.055997606181805,Digitoxin_Lung
Digitoxin_CVCL_1731,37.055997606181805,Digitoxin_Lung
PH-797804_CVCL_0480,35.210342456510816,PH-797804_Pancreas
PH-797804_CVCL_1547,35.210342456510816,PH-797804_Lung
Auranofin_CVCL_1635,35.05189162587297,Auranofin_Pancreas
Harringtonine_CVCL_0504,70.70708497702348,Harringtonine_Bowel
Harringtonine_CVCL_1571,70.70708497702348,Harringtonine_Lung
Lonafarnib_CVCL_1381,33.42936450406504,Lonafarnib_Skin
Idarubicin (hydrochloride)_CVCL_1097,24.008934323808223,Idarubicin (hydrochloride)_Skin
Ouabain (Octahydrate)_CVCL_1285,40.53536272385318,Ouabain (Octahydrate)_Lung
Idarubicin (hydrochloride)_CVCL_1056,24.008934323808223,Idarubicin (hydrochloride)_Kidney
Panobinostat_CVCL_0218,17.777651124498888,Panobinostat_Bowel
Bortezomib_CVCL_0292,16.920185506527524,Bortezomib_Bowel
Niclosamide (olamine)_CVCL_1478,26.394763150436987,Niclosamide (olamine)_Lung
Idarubicin (hydrochloride)_CVCL_1724,24.008934323808223,Idarubicin (hydrochloride)_Bowel
Niclosamide (olamine)_CVCL_1495,26.394763150436987,Niclosamide (olamine)_Lung
Lonafarnib_CVCL_1285,33.42936450406504,Lonafarnib_Lung
Idarubicin (hydrochloride)_CVCL_0459,24.008934323808223,Idarubicin (hydrochloride)_Lung
BAY1125976_CVCL_0428,15.76585655171082,BAY1125976_Pancreas
Digitoxin_CVCL_C466,37.055997606181805,Digitoxin_Pancreas
Lonafarnib_CVCL_1666,33.42936450406504,Lonafarnib_Skin
Sonidegib_CVCL_1571,15.54279746026005,Sonidegib_Lung
Idarubicin (hydrochloride)_CVCL_1239,24.008934323808223,Idarubicin (hydrochloride)_CNS/Brain
Auranofin_CVCL_1731,35.05189162587297,Auranofin_Lung
Idarubicin (hydrochloride)_CVCL_0504,24.008934323808223,Idarubicin (hydrochloride)_Bowel
Panobinostat_CVCL_1495,17.777651124498888,Panobinostat_Lung
Bortezomib_CVCL_1550,16.920185506527524,Bortezomib_Lung
Idarubicin (hydrochloride)_CVCL_0152,24.008934323808223,Idarubicin (hydrochloride)_Pancreas
Panobinostat_CVCL_0399,17.777651124498888,Panobinostat_Bowel
Bortezomib_CVCL_0428,16.920185506527524,Bortezomib_Pancreas
Docetaxel_CVCL_1577,15.0266300228698,Docetaxel_Lung
Panobinostat_CVCL_1478,17.777651124498888,Panobinostat_Lung
9-ING-41_CVCL_1571,23.05794125220281,9-ING-41_Lung
PH-797804_CVCL_0028,35.210342456510816,PH-797804_Uterus
Idarubicin (hydrochloride)_CVCL_0292,24.008934323808223,Idarubicin (hydrochloride)_Bowel
Ouabain (Octahydrate)_CVCL_1547,40.53536272385318,Ouabain (Octahydrate)_Lung
TAK-901_CVCL_1056,54.00250265556387,TAK-901_Kidney
PH-797804_CVCL_0366,35.210342456510816,PH-797804_Liver
PH-797804_CVCL_1717,35.210342456510816,PH-797804_Bowel
Harringtonine_CVCL_0028,70.70708497702348,Harringtonine_Uterus
Idarubicin (hydrochloride)_CVCL_C466,24.008934323808223,Idarubicin (hydrochloride)_Pancreas
Ouabain (Octahydrate)_CVCL_1517,40.53536272385318,Ouabain (Octahydrate)_Lung
Panobinostat_CVCL_1381,17.777651124498888,Panobinostat_Skin
Temuterkib_CVCL_1577,14.594178494502357,Temuterkib_Lung
Digitoxin_CVCL_1716,37.055997606181805,Digitoxin_Lung
Lonafarnib_CVCL_0371,33.42936450406504,Lonafarnib_Esophagus/Stomach
Digitoxin_CVCL_0320,37.055997606181805,Digitoxin_Bowel
Auranofin_CVCL_1547,35.05189162587297,Auranofin_Lung
Digitoxin_CVCL_0332,37.055997606181805,Digitoxin_Breast
Bortezomib_CVCL_0131,16.920185506527524,Bortezomib_CNS/Brain
Idarubicin (hydrochloride)_CVCL_1125,24.008934323808223,Idarubicin (hydrochloride)_Peripheral Nervous System
Bortezomib_CVCL_0366,16.920185506527524,Bortezomib_Liver
Harringtonine_CVCL_1717,70.70708497702348,Harringtonine_Bowel
Bortezomib_CVCL_0218,17.44525545110905,Bortezomib_Bowel
BAY1125976_CVCL_1531,15.76585655171082,BAY1125976_Lung
Digitoxin_CVCL_0366,37.055997606181805,Digitoxin_Liver
Idarubicin (hydrochloride)_CVCL_0028,24.008934323808223,Idarubicin (hydrochloride)_Uterus
Bimiralisib_CVCL_1577,14.023982790784576,Bimiralisib_Lung
Lonafarnib_CVCL_C466,33.42936450406504,Lonafarnib_Pancreas
Ouabain (Octahydrate)_CVCL_1716,40.53536272385318,Ouabain (Octahydrate)_Lung
Digitoxin_CVCL_0179,37.055997606181805,Digitoxin_Breast
Idarubicin (hydrochloride)_CVCL_1577,24.008934323808223,Idarubicin (hydrochloride)_Lung
Homoharringtonine_CVCL_1577,77.01777543644677,Homoharringtonine_Lung
PH-797804_CVCL_0459,35.210342456510816,PH-797804_Lung
Ouabain (Octahydrate)_CVCL_1715,40.53536272385318,Ouabain (Octahydrate)_CNS/Brain
ULK-101_CVCL_1571,13.687524371091914,ULK-101_Lung
Ouabain (Octahydrate)_CVCL_1098,40.53536272385318,Ouabain (Octahydrate)_Liver
Ipatasertib_CVCL_C466,17.90892218199314,Ipatasertib_Pancreas
Idarubicin (hydrochloride)_CVCL_1285,24.008934323808223,Idarubicin (hydrochloride)_Lung
BI-78D3_CVCL_1577,13.627173093220616,BI-78D3_Lung
Idarubicin (hydrochloride)_CVCL_1517,24.008934323808223,Idarubicin (hydrochloride)_Lung
Digitoxin_CVCL_1098,37.055997606181805,Digitoxin_Liver
PH-797804_CVCL_0399,35.210342456510816,PH-797804_Bowel
Auranofin_CVCL_0332,35.05189162587297,Auranofin_Breast
Ouabain (Octahydrate)_CVCL_C466,40.53536272385318,Ouabain (Octahydrate)_Pancreas
PH-797804_CVCL_0332,35.210342456510816,PH-797804_Breast
Bortezomib_CVCL_0371,16.920185506527524,Bortezomib_Esophagus/Stomach
Idarubicin (hydrochloride)_CVCL_0131,24.008934323808223,Idarubicin (hydrochloride)_CNS/Brain
Belinostat_CVCL_0023,13.378741705054273,Belinostat_Lung
Panobinostat_CVCL_C466,17.777651124498888,Panobinostat_Pancreas
Ixazomib citrate_CVCL_1097,13.252454362608557,Ixazomib citrate_Skin
Filgotinib_CVCL_1571,13.163671626060657,Filgotinib_Lung
